,suite_id,sample_id,code,value,character
2513,82,6,4,3,三
2514,16,6,4,3,三
2515,48,2,4,3,三
2516,25,4,4,3,三
2517,97,8,4,3,三
2518,57,4,4,3,三
2519,35,4,4,3,三
2520,9,2,4,3,三
2521,47,5,4,3,三
2522,73,3,4,3,三
2523,32,1,4,3,三
2524,3,7,4,3,三
2525,59,9,4,3,三
2526,61,3,4,3,三
2527,49,5,4,3,三
2528,87,7,4,3,三
2529,81,1,4,3,三
2530,62,9,4,3,三
2531,85,9,4,3,三
2532,32,5,4,3,三
2533,99,5,4,3,三
2534,56,9,4,3,三
2535,13,5,4,3,三
2536,2,1,4,3,三
2537,28,5,4,3,三
2538,100,5,4,3,三
2539,15,2,4,3,三
2540,12,4,4,3,三
2541,30,7,4,3,三
2542,74,10,4,3,三
2543,34,10,4,3,三
2544,9,3,4,3,三
2545,91,4,4,3,三
2546,82,1,4,3,三
2547,30,4,4,3,三
2548,83,2,4,3,三
2549,38,10,4,3,三
2550,67,3,4,3,三
2551,22,8,4,3,三
2552,97,7,4,3,三
2553,47,9,4,3,三
2554,94,10,4,3,三
2555,50,2,4,3,三
2556,36,9,4,3,三
2557,71,7,4,3,三
2558,14,1,4,3,三
2559,89,4,4,3,三
2560,62,5,4,3,三
2561,78,7,4,3,三
2562,67,9,4,3,三
2563,68,1,4,3,三
2564,87,5,4,3,三
2565,69,8,4,3,三
2566,35,8,4,3,三
2567,70,9,4,3,三
2568,37,4,4,3,三
2569,37,1,4,3,三
2570,41,10,4,3,三
2571,51,9,4,3,三
2572,19,1,4,3,三
2573,98,9,4,3,三
2574,52,6,4,3,三
2575,41,3,4,3,三
2576,31,4,4,3,三
2577,31,9,4,3,三
2578,81,2,4,3,三
2579,7,7,4,3,三
2580,53,4,4,3,三
2581,7,1,4,3,三
2582,42,7,4,3,三
2583,56,6,4,3,三
2584,85,5,4,3,三
2585,20,7,4,3,三
2586,40,5,4,3,三
2587,41,5,4,3,三
2588,94,2,4,3,三
2589,76,9,4,3,三
2590,94,8,4,3,三
2591,83,9,4,3,三
2592,68,6,4,3,三
2593,26,9,4,3,三
2594,28,3,4,3,三
2595,45,8,4,3,三
2596,39,2,4,3,三
2597,27,8,4,3,三
2598,64,3,4,3,三
2599,15,8,4,3,三
2600,100,9,4,3,三
2601,57,5,4,3,三
2602,71,5,4,3,三
2603,59,7,4,3,三
2604,84,6,4,3,三
2605,62,6,4,3,三
2606,23,5,4,3,三
2607,91,8,4,3,三
2608,53,5,4,3,三
2609,83,4,4,3,三
2610,14,5,4,3,三
2611,21,10,4,3,三
2612,92,5,4,3,三
2613,83,7,4,3,三
2614,68,5,4,3,三
2615,39,10,4,3,三
2616,69,4,4,3,三
2617,30,9,4,3,三
2618,90,7,4,3,三
2619,72,8,4,3,三
2620,36,5,4,3,三
2621,75,4,4,3,三
2622,97,5,4,3,三
2623,12,9,4,3,三
2624,9,6,4,3,三
2625,1,2,4,3,三
2626,58,4,4,3,三
2627,40,1,4,3,三
2628,90,4,4,3,三
2629,57,6,4,3,三
2630,4,4,4,3,三
2631,99,4,4,3,三
2632,52,10,4,3,三
2633,60,5,4,3,三
2634,11,3,4,3,三
2635,11,10,4,3,三
2636,3,10,4,3,三
2637,96,3,4,3,三
2638,26,2,4,3,三
2639,39,3,4,3,三
2640,1,3,4,3,三
2641,27,4,4,3,三
2642,55,4,4,3,三
2643,80,9,4,3,三
2644,36,6,4,3,三
2645,18,9,4,3,三
2646,48,1,4,3,三
2647,15,7,4,3,三
2648,16,4,4,3,三
2649,34,6,4,3,三
2650,16,2,4,3,三
2651,99,10,4,3,三
2652,8,9,4,3,三
2653,9,4,4,3,三
2654,44,8,4,3,三
2655,38,3,4,3,三
2656,55,9,4,3,三
2657,91,6,4,3,三
2658,92,2,4,3,三
2659,1,5,4,3,三
2660,75,10,4,3,三
2661,50,5,4,3,三
2662,17,7,4,3,三
2663,32,6,4,3,三
2664,40,7,4,3,三
2665,87,8,4,3,三
2666,80,8,4,3,三
2667,43,1,4,3,三
2668,66,10,4,3,三
2669,43,10,4,3,三
2670,53,1,4,3,三
2671,19,8,4,3,三
2672,90,1,4,3,三
2673,31,1,4,3,三
2674,56,3,4,3,三
2675,1,9,4,3,三
2676,26,6,4,3,三
2677,63,3,4,3,三
2678,16,10,4,3,三
2679,8,3,4,3,三
2680,61,7,4,3,三
2681,80,7,4,3,三
2682,3,9,4,3,三
2683,35,1,4,3,三
2684,28,10,4,3,三
2685,73,7,4,3,三
2686,40,9,4,3,三
2687,49,9,4,3,三
2688,29,7,4,3,三
2689,95,1,4,3,三
2690,94,6,4,3,三
2691,80,6,4,3,三
2692,54,10,4,3,三
2693,50,4,4,3,三
2694,41,2,4,3,三
2695,50,8,4,3,三
2696,93,5,4,3,三
2697,47,8,4,3,三
2698,1,7,4,3,三
2699,22,5,4,3,三
2700,58,10,4,3,三
2701,49,1,4,3,三
2702,52,2,4,3,三
2703,47,2,4,3,三
2704,79,8,4,3,三
2705,94,9,4,3,三
2706,39,4,4,3,三
2707,60,6,4,3,三
2708,93,4,4,3,三
2709,6,7,4,3,三
2710,62,4,4,3,三
2711,57,1,4,3,三
2712,61,10,4,3,三
2713,72,7,4,3,三
2714,49,8,4,3,三
2715,5,3,4,3,三
2716,29,8,4,3,三
2717,40,2,4,3,三
2718,74,8,4,3,三
2719,28,2,4,3,三
2720,15,9,4,3,三
2721,21,8,4,3,三
2722,36,2,4,3,三
2723,65,8,4,3,三
2724,79,7,4,3,三
2725,54,6,4,3,三
2726,4,2,4,3,三
2727,52,5,4,3,三
2728,73,10,4,3,三
2729,20,3,4,3,三
2730,72,3,4,3,三
2731,37,10,4,3,三
2732,74,2,4,3,三
2733,65,9,4,3,三
2734,1,1,4,3,三
2735,37,6,4,3,三
2736,72,6,4,3,三
2737,58,7,4,3,三
2738,88,2,4,3,三
2739,57,2,4,3,三
2740,51,7,4,3,三
2741,45,4,4,3,三
2742,24,2,4,3,三
2743,2,5,4,3,三
2744,44,4,4,3,三
2745,47,1,4,3,三
2746,59,2,4,3,三
2747,90,3,4,3,三
2748,17,1,4,3,三
2749,93,9,4,3,三
2750,25,10,4,3,三
2751,33,4,4,3,三
2752,9,5,4,3,三
2753,14,9,4,3,三
2754,35,10,4,3,三
2755,20,10,4,3,三
2756,36,1,4,3,三
2757,47,4,4,3,三
2758,38,6,4,3,三
2759,21,4,4,3,三
2760,47,3,4,3,三
2761,61,1,4,3,三
2762,20,5,4,3,三
2763,5,1,4,3,三
2764,23,4,4,3,三
2765,100,8,4,3,三
2766,79,3,4,3,三
2767,26,3,4,3,三
2768,43,8,4,3,三
2769,86,2,4,3,三
2770,23,9,4,3,三
2771,72,5,4,3,三
2772,21,1,4,3,三
2773,24,3,4,3,三
2774,1,6,4,3,三
2775,76,5,4,3,三
2776,51,8,4,3,三
2777,15,3,4,3,三
2778,91,1,4,3,三
2779,82,3,4,3,三
2780,3,8,4,3,三
2781,21,5,4,3,三
2782,80,2,4,3,三
2783,3,4,4,3,三
2784,29,1,4,3,三
2785,92,3,4,3,三
2786,54,1,4,3,三
2787,20,2,4,3,三
2788,99,1,4,3,三
2789,79,4,4,3,三
2790,25,5,4,3,三
2791,12,10,4,3,三
2792,71,6,4,3,三
2793,18,8,4,3,三
2794,61,8,4,3,三
2795,13,6,4,3,三
2796,45,5,4,3,三
2797,49,2,4,3,三
2798,77,7,4,3,三
2799,99,7,4,3,三
2800,100,4,4,3,三
2801,50,7,4,3,三
2802,57,9,4,3,三
2803,57,10,4,3,三
2804,64,8,4,3,三
2805,71,4,4,3,三
2806,92,6,4,3,三
2807,39,8,4,3,三
2808,13,10,4,3,三
2809,54,7,4,3,三
2810,55,6,4,3,三
2811,92,1,4,3,三
2812,8,10,4,3,三
2813,32,4,4,3,三
2814,82,7,4,3,三
2815,73,1,4,3,三
2816,70,2,4,3,三
2817,84,2,4,3,三
2818,55,8,4,3,三
2819,49,7,4,3,三
2820,10,8,4,3,三
2821,73,5,4,3,三
2822,52,3,4,3,三
2823,6,8,4,3,三
2824,48,3,4,3,三
2825,41,7,4,3,三
2826,16,3,4,3,三
2827,14,10,4,3,三
2828,66,8,4,3,三
2829,33,2,4,3,三
2830,34,5,4,3,三
2831,41,1,4,3,三
2832,40,4,4,3,三
2833,5,6,4,3,三
2834,33,8,4,3,三
2835,10,2,4,3,三
2836,25,2,4,3,三
2837,41,8,4,3,三
2838,89,10,4,3,三
2839,64,5,4,3,三
2840,29,3,4,3,三
2841,60,2,4,3,三
2842,97,1,4,3,三
2843,68,3,4,3,三
2844,58,5,4,3,三
2845,61,2,4,3,三
2846,66,3,4,3,三
2847,24,6,4,3,三
2848,69,5,4,3,三
2849,7,3,4,3,三
2850,61,5,4,3,三
2851,88,3,4,3,三
2852,44,3,4,3,三
2853,23,3,4,3,三
2854,30,8,4,3,三
2855,66,4,4,3,三
2856,89,5,4,3,三
2857,69,9,4,3,三
2858,42,5,4,3,三
2859,46,2,4,3,三
2860,15,4,4,3,三
2861,19,3,4,3,三
2862,62,8,4,3,三
2863,96,10,4,3,三
2864,44,1,4,3,三
2865,18,4,4,3,三
2866,19,4,4,3,三
2867,46,7,4,3,三
2868,56,5,4,3,三
2869,5,7,4,3,三
2870,45,9,4,3,三
2871,17,2,4,3,三
2872,93,1,4,3,三
2873,16,9,4,3,三
2874,39,6,4,3,三
2875,98,8,4,3,三
2876,92,10,4,3,三
2877,93,3,4,3,三
2878,63,5,4,3,三
2879,62,3,4,3,三
2880,64,10,4,3,三
2881,17,4,4,3,三
2882,10,10,4,3,三
2883,44,6,4,3,三
2884,57,3,4,3,三
2885,12,3,4,3,三
2886,12,2,4,3,三
2887,38,9,4,3,三
2888,23,7,4,3,三
2889,53,7,4,3,三
2890,88,6,4,3,三
2891,62,7,4,3,三
2892,77,6,4,3,三
2893,18,1,4,3,三
2894,47,6,4,3,三
2895,24,8,4,3,三
2896,49,4,4,3,三
2897,46,6,4,3,三
2898,88,1,4,3,三
2899,89,2,4,3,三
2900,70,1,4,3,三
2901,24,7,4,3,三
2902,44,5,4,3,三
2903,91,10,4,3,三
2904,80,3,4,3,三
2905,96,1,4,3,三
2906,70,4,4,3,三
2907,43,3,4,3,三
2908,95,6,4,3,三
2909,77,10,4,3,三
2910,31,7,4,3,三
2911,57,8,4,3,三
2912,39,5,4,3,三
2913,10,5,4,3,三
2914,38,4,4,3,三
2915,77,8,4,3,三
2916,29,2,4,3,三
2917,24,9,4,3,三
2918,98,3,4,3,三
2919,100,2,4,3,三
2920,40,6,4,3,三
2921,69,6,4,3,三
2922,87,10,4,3,三
2923,4,1,4,3,三
2924,48,10,4,3,三
2925,59,10,4,3,三
2926,84,3,4,3,三
2927,27,3,4,3,三
2928,66,1,4,3,三
2929,17,3,4,3,三
2930,59,8,4,3,三
2931,14,8,4,3,三
2932,65,2,4,3,三
2933,34,4,4,3,三
2934,85,4,4,3,三
2935,48,4,4,3,三
2936,22,3,4,3,三
2937,15,5,4,3,三
2938,75,1,4,3,三
2939,49,6,4,3,三
2940,25,8,4,3,三
2941,33,10,4,3,三
2942,3,6,4,3,三
2943,52,7,4,3,三
2944,19,7,4,3,三
2945,94,3,4,3,三
2946,55,2,4,3,三
2947,83,5,4,3,三
2948,62,10,4,3,三
2949,2,6,4,3,三
2950,19,6,4,3,三
2951,51,3,4,3,三
2952,71,3,4,3,三
2953,13,7,4,3,三
2954,87,3,4,3,三
2955,91,2,4,3,三
2956,41,9,4,3,三
2957,32,8,4,3,三
2958,12,6,4,3,三
2959,4,9,4,3,三
2960,26,5,4,3,三
2961,99,9,4,3,三
2962,84,4,4,3,三
2963,75,6,4,3,三
2964,32,3,4,3,三
2965,49,3,4,3,三
2966,7,5,4,3,三
2967,36,4,4,3,三
2968,4,10,4,3,三
2969,96,6,4,3,三
2970,21,9,4,3,三
2971,2,4,4,3,三
2972,8,6,4,3,三
2973,13,1,4,3,三
2974,40,3,4,3,三
2975,92,7,4,3,三
2976,21,2,4,3,三
2977,51,1,4,3,三
2978,44,9,4,3,三
2979,65,5,4,3,三
2980,38,1,4,3,三
2981,10,9,4,3,三
2982,81,9,4,3,三
2983,80,1,4,3,三
2984,81,8,4,3,三
2985,45,7,4,3,三
2986,57,7,4,3,三
2987,65,1,4,3,三
2988,11,8,4,3,三
2989,24,5,4,3,三
2990,30,5,4,3,三
2991,83,8,4,3,三
2992,69,7,4,3,三
2993,77,4,4,3,三
2994,86,8,4,3,三
2995,22,4,4,3,三
2996,34,7,4,3,三
2997,63,2,4,3,三
2998,6,9,4,3,三
2999,76,3,4,3,三
3000,10,7,4,3,三
3001,2,7,4,3,三
3002,38,2,4,3,三
3003,31,5,4,3,三
3004,68,7,4,3,三
3005,96,4,4,3,三
3006,26,1,4,3,三
3007,19,5,4,3,三
3008,64,6,4,3,三
3009,63,6,4,3,三
3010,25,1,4,3,三
3011,36,10,4,3,三
3012,77,9,4,3,三
3013,73,2,4,3,三
3014,74,3,4,3,三
3015,70,5,4,3,三
3016,97,9,4,3,三
3017,55,7,4,3,三
3018,98,4,4,3,三
3019,12,5,4,3,三
3020,90,9,4,3,三
3021,22,7,4,3,三
3022,86,10,4,3,三
3023,24,10,4,3,三
3024,10,6,4,3,三
3025,55,10,4,3,三
3026,12,8,4,3,三
3027,97,10,4,3,三
3028,94,1,4,3,三
3029,55,5,4,3,三
3030,95,2,4,3,三
3031,52,1,4,3,三
3032,34,3,4,3,三
3033,73,8,4,3,三
3034,88,7,4,3,三
3035,29,5,4,3,三
3036,100,6,4,3,三
3037,95,4,4,3,三
3038,48,7,4,3,三
3039,95,10,4,3,三
3040,41,4,4,3,三
3041,29,9,4,3,三
3042,11,7,4,3,三
3043,96,5,4,3,三
3044,42,4,4,3,三
3045,50,9,4,3,三
3046,96,7,4,3,三
3047,86,1,4,3,三
3048,72,4,4,3,三
3049,85,10,4,3,三
3050,26,4,4,3,三
3051,86,4,4,3,三
3052,87,4,4,3,三
3053,54,3,4,3,三
3054,96,9,4,3,三
3055,84,1,4,3,三
3056,60,9,4,3,三
3057,96,8,4,3,三
3058,23,2,4,3,三
3059,90,8,4,3,三
3060,22,2,4,3,三
3061,81,10,4,3,三
3062,99,3,4,3,三
3063,77,5,4,3,三
3064,19,10,4,3,三
3065,29,6,4,3,三
3066,70,8,4,3,三
3067,18,3,4,3,三
3068,47,10,4,3,三
3069,46,9,4,3,三
3070,77,1,4,3,三
3071,61,6,4,3,三
3072,8,1,4,3,三
3073,7,2,4,3,三
3074,19,9,4,3,三
3075,13,3,4,3,三
3076,22,10,4,3,三
3077,45,3,4,3,三
3078,94,5,4,3,三
3079,27,7,4,3,三
3080,68,8,4,3,三
3081,85,3,4,3,三
3082,78,2,4,3,三
3083,1,8,4,3,三
3084,81,7,4,3,三
3085,11,6,4,3,三
3086,5,2,4,3,三
3087,68,10,4,3,三
3088,31,3,4,3,三
3089,36,3,4,3,三
3090,76,6,4,3,三
3091,60,10,4,3,三
3092,65,3,4,3,三
3093,75,2,4,3,三
3094,9,10,4,3,三
3095,32,2,4,3,三
3096,64,1,4,3,三
3097,35,7,4,3,三
3098,46,4,4,3,三
3099,22,1,4,3,三
3100,8,8,4,3,三
3101,67,1,4,3,三
3102,89,9,4,3,三
3103,59,1,4,3,三
3104,89,6,4,3,三
3105,52,8,4,3,三
3106,21,7,4,3,三
3107,21,6,4,3,三
3108,74,1,4,3,三
3109,93,10,4,3,三
3110,75,9,4,3,三
3111,68,9,4,3,三
3112,4,8,4,3,三
3113,50,3,4,3,三
3114,38,5,4,3,三
3115,25,6,4,3,三
3116,2,3,4,3,三
3117,86,3,4,3,三
3118,63,8,4,3,三
3119,21,3,4,3,三
3120,95,8,4,3,三
3121,26,7,4,3,三
3122,63,9,4,3,三
3123,33,9,4,3,三
3124,35,3,4,3,三
3125,45,1,4,3,三
3126,2,2,4,3,三
3127,25,3,4,3,三
3128,27,2,4,3,三
3129,48,8,4,3,三
3130,30,6,4,3,三
3131,46,5,4,3,三
3132,93,2,4,3,三
3133,78,5,4,3,三
3134,90,6,4,3,三
3135,84,5,4,3,三
3136,89,7,4,3,三
3137,2,9,4,3,三
3138,66,7,4,3,三
3139,45,2,4,3,三
3140,8,4,4,3,三
3141,79,1,4,3,三
3142,75,5,4,3,三
3143,91,3,4,3,三
3144,28,9,4,3,三
3145,67,10,4,3,三
3146,91,5,4,3,三
3147,77,2,4,3,三
3148,81,6,4,3,三
3149,91,9,4,3,三
3150,65,4,4,3,三
3151,88,4,4,3,三
3152,78,1,4,3,三
3153,43,6,4,3,三
3154,97,2,4,3,三
3155,54,9,4,3,三
3156,32,7,4,3,三
3157,82,9,4,3,三
3158,49,10,4,3,三
3159,53,6,4,3,三
3160,19,2,4,3,三
3161,71,10,4,3,三
3162,3,2,4,3,三
3163,87,9,4,3,三
3164,63,7,4,3,三
3165,7,10,4,3,三
3166,42,3,4,3,三
3167,98,10,4,3,三
3168,85,2,4,3,三
3169,3,3,4,3,三
3170,8,5,4,3,三
3171,7,6,4,3,三
3172,37,7,4,3,三
3173,67,8,4,3,三
3174,46,1,4,3,三
3175,9,8,4,3,三
3176,72,9,4,3,三
3177,40,8,4,3,三
3178,31,8,4,3,三
3179,76,4,4,3,三
3180,65,7,4,3,三
3181,66,2,4,3,三
3182,34,2,4,3,三
3183,42,6,4,3,三
3184,43,4,4,3,三
3185,29,4,4,3,三
3186,95,3,4,3,三
3187,82,4,4,3,三
3188,51,2,4,3,三
3189,4,7,4,3,三
3190,54,5,4,3,三
3191,66,9,4,3,三
3192,98,7,4,3,三
3193,92,8,4,3,三
3194,90,5,4,3,三
3195,64,9,4,3,三
3196,86,5,4,3,三
3197,81,3,4,3,三
3198,67,5,4,3,三
3199,85,6,4,3,三
3200,56,10,10,9,九
3201,75,7,10,9,九
3202,76,1,10,9,九
3203,69,1,10,9,九
3204,46,10,10,9,九
3205,7,8,10,9,九
3206,65,6,10,9,九
3207,55,3,10,9,九
3208,86,9,10,9,九
3209,20,6,10,9,九
3210,82,10,10,9,九
3211,15,6,10,9,九
3212,66,6,10,9,九
3213,97,3,10,9,九
3214,93,8,10,9,九
3215,9,9,10,9,九
3216,34,1,10,9,九
3217,89,3,10,9,九
3218,78,10,10,9,九
3219,37,9,10,9,九
3220,58,9,10,9,九
3221,24,4,10,9,九
3222,42,10,10,9,九
3223,56,7,10,9,九
3224,28,1,10,9,九
3225,3,5,10,9,九
3226,18,10,10,9,九
3227,98,6,10,9,九
3228,90,2,10,9,九
3229,94,7,10,9,九
3230,4,6,10,9,九
3231,20,9,10,9,九
3232,65,10,10,9,九
3233,53,9,10,9,九
3234,42,1,10,9,九
3235,26,8,10,9,九
3236,70,7,10,9,九
3237,61,4,10,9,九
3238,90,10,10,9,九
3239,13,9,10,9,九
3240,38,8,10,9,九
3241,17,6,10,9,九
3242,37,2,10,9,九
3243,97,4,10,9,九
3244,35,9,10,9,九
3245,33,7,10,9,九
3246,92,4,10,9,九
3247,63,10,10,9,九
3248,48,9,10,9,九
3249,84,7,10,9,九
3250,60,1,10,9,九
3251,88,9,10,9,九
3252,32,10,10,9,九
3253,60,8,10,9,九
3254,100,3,10,9,九
3255,11,1,10,9,九
3256,64,7,10,9,九
3257,10,1,10,9,九
3258,29,10,10,9,九
3259,83,1,10,9,九
3260,35,6,10,9,九
3261,13,4,10,9,九
3262,58,2,10,9,九
3263,27,9,10,9,九
3264,63,4,10,9,九
3265,71,2,10,9,九
3266,69,2,10,9,九
3267,87,6,10,9,九
3268,15,1,10,9,九
3269,58,3,10,9,九
3270,18,7,10,9,九
3271,53,3,10,9,九
3272,62,1,10,9,九
3273,76,10,10,9,九
3274,35,2,10,9,九
3275,34,9,10,9,九
3276,68,2,10,9,九
3277,11,9,10,9,九
3278,61,9,10,9,九
3279,36,7,10,9,九
3280,7,9,10,9,九
3281,14,6,10,9,九
3282,33,5,10,9,九
3283,14,7,10,9,九
3284,37,8,10,9,九
3285,58,8,10,9,九
3286,99,8,10,9,九
3287,73,4,10,9,九
3288,77,3,10,9,九
3289,38,7,10,9,九
3290,43,2,10,9,九
3291,5,10,10,9,九
3292,56,2,10,9,九
3293,28,8,10,9,九
3294,8,7,10,9,九
3295,48,6,10,9,九
3296,78,4,10,9,九
3297,16,8,10,9,九
3298,14,3,10,9,九
3299,83,6,10,9,九
3300,73,6,10,9,九
3301,40,10,10,9,九
3302,93,6,10,9,九
3303,31,6,10,9,九
3304,66,5,10,9,九
3305,67,4,10,9,九
3306,59,4,10,9,九
3307,95,9,10,9,九
3308,23,8,10,9,九
3309,91,7,10,9,九
3310,56,8,10,9,九
3311,83,3,10,9,九
3312,98,5,10,9,九
3313,82,6,10,9,九
3314,16,6,10,9,九
3315,48,2,10,9,九
3316,25,4,10,9,九
3317,97,8,10,9,九
3318,57,4,10,9,九
3319,35,4,10,9,九
3320,9,2,10,9,九
3321,47,5,10,9,九
3322,73,3,10,9,九
3323,32,1,10,9,九
3324,3,7,10,9,九
3325,59,9,10,9,九
3326,61,3,10,9,九
3327,49,5,10,9,九
3328,87,7,10,9,九
3329,81,1,10,9,九
3330,62,9,10,9,九
3331,85,9,10,9,九
3332,32,5,10,9,九
3333,99,5,10,9,九
3334,56,9,10,9,九
3335,13,5,10,9,九
3336,2,1,10,9,九
3337,28,5,10,9,九
3338,100,5,10,9,九
3339,15,2,10,9,九
3340,12,4,10,9,九
3341,30,7,10,9,九
3342,74,10,10,9,九
3343,34,10,10,9,九
3344,9,3,10,9,九
3345,91,4,10,9,九
3346,82,1,10,9,九
3347,30,4,10,9,九
3348,83,2,10,9,九
3349,38,10,10,9,九
3350,67,3,10,9,九
3351,22,8,10,9,九
3352,97,7,10,9,九
3353,47,9,10,9,九
3354,94,10,10,9,九
3355,50,2,10,9,九
3356,36,9,10,9,九
3357,71,7,10,9,九
3358,14,1,10,9,九
3359,89,4,10,9,九
3360,62,5,10,9,九
3361,78,7,10,9,九
3362,67,9,10,9,九
3363,68,1,10,9,九
3364,87,5,10,9,九
3365,69,8,10,9,九
3366,35,8,10,9,九
3367,70,9,10,9,九
3368,37,4,10,9,九
3369,37,1,10,9,九
3370,41,10,10,9,九
3371,51,9,10,9,九
3372,19,1,10,9,九
3373,98,9,10,9,九
3374,52,6,10,9,九
3375,41,3,10,9,九
3376,31,4,10,9,九
3377,31,9,10,9,九
3378,81,2,10,9,九
3379,7,7,10,9,九
3380,53,4,10,9,九
3381,7,1,10,9,九
3382,42,7,10,9,九
3383,56,6,10,9,九
3384,85,5,10,9,九
3385,20,7,10,9,九
3386,40,5,10,9,九
3387,41,5,10,9,九
3388,94,2,10,9,九
3389,76,9,10,9,九
3390,94,8,10,9,九
3391,83,9,10,9,九
3392,68,6,10,9,九
3393,26,9,10,9,九
3394,28,3,10,9,九
3395,45,8,10,9,九
3396,39,2,10,9,九
3397,27,8,10,9,九
3398,64,3,10,9,九
3399,15,8,10,9,九
3400,100,9,10,9,九
3401,57,5,10,9,九
3402,71,5,10,9,九
3403,59,7,10,9,九
3404,84,6,10,9,九
3405,62,6,10,9,九
3406,23,5,10,9,九
3407,91,8,10,9,九
3408,53,5,10,9,九
3409,83,4,10,9,九
3410,14,5,10,9,九
3411,21,10,10,9,九
3412,92,5,10,9,九
3413,83,7,10,9,九
3414,68,5,10,9,九
3415,39,10,10,9,九
3416,69,4,10,9,九
3417,30,9,10,9,九
3418,90,7,10,9,九
3419,72,8,10,9,九
3420,36,5,10,9,九
3421,75,4,10,9,九
3422,97,5,10,9,九
3423,12,9,10,9,九
3424,9,6,10,9,九
3425,1,2,10,9,九
3426,58,4,10,9,九
3427,40,1,10,9,九
3428,90,4,10,9,九
3429,57,6,10,9,九
3430,4,4,10,9,九
3431,99,4,10,9,九
3432,52,10,10,9,九
3433,60,5,10,9,九
3434,11,3,10,9,九
3435,11,10,10,9,九
3436,3,10,10,9,九
3437,96,3,10,9,九
3438,26,2,10,9,九
3439,39,3,10,9,九
3440,1,3,10,9,九
3441,27,4,10,9,九
3442,55,4,10,9,九
3443,80,9,10,9,九
3444,36,6,10,9,九
3445,18,9,10,9,九
3446,48,1,10,9,九
3447,15,7,10,9,九
3448,16,4,10,9,九
3449,34,6,10,9,九
3450,16,2,10,9,九
3451,99,10,10,9,九
3452,8,9,10,9,九
3453,9,4,10,9,九
3454,44,8,10,9,九
3455,38,3,10,9,九
3456,55,9,10,9,九
3457,91,6,10,9,九
3458,92,2,10,9,九
3459,1,5,10,9,九
3460,75,10,10,9,九
3461,50,5,10,9,九
3462,17,7,10,9,九
3463,32,6,10,9,九
3464,40,7,10,9,九
3465,87,8,10,9,九
3466,80,8,10,9,九
3467,43,1,10,9,九
3468,66,10,10,9,九
3469,43,10,10,9,九
3470,53,1,10,9,九
3471,19,8,10,9,九
3472,90,1,10,9,九
3473,31,1,10,9,九
3474,56,3,10,9,九
3475,1,9,10,9,九
3476,26,6,10,9,九
3477,63,3,10,9,九
3478,16,10,10,9,九
3479,8,3,10,9,九
3480,61,7,10,9,九
3481,80,7,10,9,九
3482,3,9,10,9,九
3483,35,1,10,9,九
3484,28,10,10,9,九
3485,73,7,10,9,九
3486,40,9,10,9,九
3487,49,9,10,9,九
3488,29,7,10,9,九
3489,95,1,10,9,九
3490,94,6,10,9,九
3491,80,6,10,9,九
3492,54,10,10,9,九
3493,50,4,10,9,九
3494,41,2,10,9,九
3495,50,8,10,9,九
3496,93,5,10,9,九
3497,47,8,10,9,九
3498,1,7,10,9,九
3499,22,5,10,9,九
3500,58,10,10,9,九
3501,49,1,10,9,九
3502,52,2,10,9,九
3503,47,2,10,9,九
3504,79,8,10,9,九
3505,94,9,10,9,九
3506,39,4,10,9,九
3507,60,6,10,9,九
3508,93,4,10,9,九
3509,6,7,10,9,九
3510,62,4,10,9,九
3511,57,1,10,9,九
3512,61,10,10,9,九
3513,72,7,10,9,九
3514,49,8,10,9,九
3515,5,3,10,9,九
3516,29,8,10,9,九
3517,40,2,10,9,九
3518,74,8,10,9,九
3519,28,2,10,9,九
3520,15,9,10,9,九
3521,21,8,10,9,九
3522,36,2,10,9,九
3523,65,8,10,9,九
3524,79,7,10,9,九
3525,54,6,10,9,九
3526,4,2,10,9,九
3527,52,5,10,9,九
3528,73,10,10,9,九
3529,20,3,10,9,九
3530,72,3,10,9,九
3531,37,10,10,9,九
3532,74,2,10,9,九
3533,65,9,10,9,九
3534,1,1,10,9,九
3535,37,6,10,9,九
3536,72,6,10,9,九
3537,58,7,10,9,九
3538,88,2,10,9,九
3539,57,2,10,9,九
3540,51,7,10,9,九
3541,45,4,10,9,九
3542,24,2,10,9,九
3543,2,5,10,9,九
3544,44,4,10,9,九
3545,47,1,10,9,九
3546,59,2,10,9,九
3547,90,3,10,9,九
3548,17,1,10,9,九
3549,93,9,10,9,九
3550,25,10,10,9,九
3551,33,4,10,9,九
3552,9,5,10,9,九
3553,14,9,10,9,九
3554,35,10,10,9,九
3555,20,10,10,9,九
3556,36,1,10,9,九
3557,47,4,10,9,九
3558,38,6,10,9,九
3559,21,4,10,9,九
3560,47,3,10,9,九
3561,61,1,10,9,九
3562,20,5,10,9,九
3563,5,1,10,9,九
3564,23,4,10,9,九
3565,100,8,10,9,九
3566,79,3,10,9,九
3567,26,3,10,9,九
3568,43,8,10,9,九
3569,86,2,10,9,九
3570,23,9,10,9,九
3571,72,5,10,9,九
3572,21,1,10,9,九
3573,24,3,10,9,九
3574,1,6,10,9,九
3575,76,5,10,9,九
3576,51,8,10,9,九
3577,15,3,10,9,九
3578,91,1,10,9,九
3579,82,3,10,9,九
3580,3,8,10,9,九
3581,21,5,10,9,九
3582,80,2,10,9,九
3583,3,4,10,9,九
3584,29,1,10,9,九
3585,92,3,10,9,九
3586,54,1,10,9,九
3587,20,2,10,9,九
